,ID,Date,Rented Bike Count,Hour,Temperature(°C),Humidity(%),Wind speed (m/s),Visibility (10m),Dew point temperature(°C),Solar Radiation (MJ/m2),Rainfall(mm),Snowfall (cm),Functioning Day
5191,4210,25/05/2018,1121,9,19.5,44,1.3,995,6.9,1.88,0.0,0.0,Yes
5192,2390,10/03/2018,757,13,8.2,42,3.1,1261,-3.9,2.66,0.0,0.0,Yes
5193,3519,26/04/2018,1123,14,21.6,28,3.1,1414,2.2,2.84,0.0,0.0,Yes
5194,938,09/01/2018,107,1,-1.9,69,5.0,791,-6.8,0.0,0.0,1.0,Yes
5195,1826,15/02/2018,123,1,-1.1,38,2.8,1999,-13.6,0.0,0.0,0.0,Yes
5196,6197,16/08/2018,173,4,27.8,69,0.9,2000,21.5,0.0,0.0,0.0,Yes
5197,6291,20/08/2018,352,2,26.3,65,0.3,2000,19.1,0.0,0.0,0.0,Yes
5198,5468,16/07/2018,2368,19,31.2,52,2.4,1990,20.1,0.57,0.0,0.0,Yes
5199,2419,11/03/2018,776,18,9.4,22,2.9,1995,-11.2,0.55,0.0,0.0,Yes
5200,3711,04/05/2018,1266,14,18.8,31,4.9,1940,1.2,3.31,0.0,0.0,Yes
5201,3543,27/04/2018,1115,14,22.2,32,2.8,1124,4.7,2.91,0.0,0.0,Yes
5202,3334,18/04/2018,1209,21,12.1,40,2.0,1308,-1.1,0.0,0.0,0.0,Yes
5203,3848,10/05/2018,0,7,12.1,71,1.6,876,6.9,0.34,,0.0,No
5204,4555,08/06/2018,3309,18,26.2,54,2.2,1183,16.1,0.88,0.0,0.0,Yes
5205,6534,30/08/2018,73,5,24.0,97,0.9,1347,23.4,0.0,0.5,0.0,Yes
5206,6206,16/08/2018,652,13,35.1,39,2.0,2000,19.0,3.45,0.0,0.0,Yes
5207,2326,07/03/2018,411,21,7.9,56,1.4,1975,-0.3,0.0,0.0,0.0,Yes
5208,3694,03/05/2018,1388,21,11.9,48,1.9,1918,1.2,0.0,0.0,0.0,Yes
5209,6395,24/08/2018,286,10,26.0,77,2.2,2000,21.6,0.61,0.0,0.0,Yes
5210,898,07/01/2018,143,9,-3.8,49,1.6,1371,-12.9,0.18,0.0,0.0,Yes
5211,2072,25/02/2018,77,7,-1.0,47,0.9,1552,-10.9,0.0,0.0,0.0,Yes
5212,6810,10/09/2018,2147,17,26.6,40,1.4,2000,11.8,0.69,0.0,0.0,Yes
5213,4628,11/06/2018,873,19,19.4,85,1.2,1651,16.8,0.08,0.5,0.0,Yes
5214,4720,15/06/2018,1461,15,26.7,40,1.6,1995,11.9,2.42,0.0,0.0,Yes
5215,6124,13/08/2018,196,3,27.7,88,0.5,833,25.5,0.0,0.0,,Yes
5216,6648,03/09/2018,486,23,21.7,97,0.8,838,21.1,0.0,0.0,0.0,Yes
5217,4338,30/05/2018,2166,17,24.1,41,2.2,1980,10.0,1.9,0.0,0.0,Yes
5218,4967,25/06/2018,2046,22,27.4,55,0.3,1001,17.5,0.0,0.0,0.0,Yes
5219,4275,28/05/2018,335,2,16.5,58,0.3,1759,8.1,0.0,0.0,0.0,Yes
5220,2022,23/02/2018,39,5,1.0,91,0.7,257,-0.3,0.0,0.0,3.8,Yes
5221,6843,12/09/2018,462,2,19.0,56,0.9,2000,10.0,0.0,0.0,0.0,Yes
5222,1087,15/01/2018,82,6,4.9,83,3.0,582,2.2,0.0,0.0,0.0,Yes
5223,4051,18/05/2018,2261,18,17.5,79,1.5,2000,13.8,0.57,0.0,0.0,Yes
5224,2850,29/03/2018,1194,17,20.3,48,2.8,635,8.9,1.14,0.0,0.0,Yes
5225,263,11/12/2017,222,22,-10.2,50,3.0,2000,-18.6,0.0,0.0,0.0,Yes
5226,5943,05/08/2018,639,14,33.3,55,4.7,1921,23.0,3.05,0.0,0.0,Yes
5227,143,06/12/2017,222,22,1.3,92,0.6,233,0.1,0.0,0.0,1.0,Yes
5228,1874,17/02/2018,71,1,-3.1,36,3.5,2000,-16.0,0.0,0.0,0.0,Yes
5229,5092,01/07/2018,368,3,22.7,86,0.7,1455,20.2,0.0,0.0,0.0,Yes
5230,5324,10/07/2018,794,19,25.7,83,1.1,1011,22.5,0.08,0.5,0.0,Yes
5231,1032,12/01/2018,144,23,-6.7,36,1.3,1821,-19.3,0.0,0.0,0.0,Yes
5232,4470,05/06/2018,282,5,18.1,73,0.5,1182,13.1,0.0,0.0,0.0,Yes
5233,943,09/01/2018,126,6,-5.6,52,3.7,1785,-13.9,0.0,0.0,0.9,Yes
5234,1538,03/02/2018,184,1,-2.3,71,3.2,1078,-6.8,0.0,0.0,0.0,Yes
5235,5811,31/07/2018,476,2,29.8,57,nan,2000,20.3,0.0,0.0,0.0,Yes
5236,3002,05/04/2018,373,1,9.0,62,1.9,2000,2.0,0.0,0.0,0.0,Yes
5237,1130,17/01/2018,183,1,3.3,64,0.4,339,-2.8,0.0,0.0,0.0,Yes
5238,1640,07/02/2018,214,7,-13.2,56,0.9,1665,-20.1,0.0,0.0,0.0,Yes
5239,6346,22/08/2018,1015,9,28.0,56,1.5,1982,18.3,1.57,0.0,0.0,Yes
5240,345,15/12/2017,658,8,-6.6,64,1.1,791,-12.2,0.0,0.0,0.0,Yes
5241,6484,28/08/2018,281,3,22.9,93,0.6,2000,21.7,0.0,0.0,0.0,Yes
5242,337,15/12/2017,227,0,-5.7,53,0.6,1262,-13.7,0.0,0.0,0.0,Yes
5243,2596,19/03/2018,12,3,6.5,88,0.9,276,4.6,0.0,0.3,0.0,Yes
5244,2598,19/03/2018,27,5,6.2,89,1.5,338,4.5,0.0,0.0,0.0,Yes
5245,198,09/12/2017,56,5,-4.7,49,0.8,1999,-13.8,0.0,0.0,0.0,Yes
5246,3920,13/05/2018,220,7,13.7,98,1.6,468,13.3,0.1,0.0,0.0,Yes
5247,5824,31/07/2018,665,15,37.8,34,1.8,1965,19.2,2.81,0.0,0.0,Yes
5248,650,28/12/2017,169,1,-6.6,39,1.4,2000,-18.2,0.0,0.0,0.0,Yes
5249,2402,11/03/2018,222,1,4.8,80,1.3,583,1.6,0.0,0.0,0.0,Yes
5250,1689,09/02/2018,589,8,-3.3,39,0.9,1279,-15.3,0.02,0.0,0.0,Yes
5251,5116,02/07/2018,23,3,21.1,96,2.4,866,20.4,0.0,4.5,0.0,Yes
5252,5189,05/07/2018,267,4,23.5,80,0.4,924,19.8,0.0,0.0,,Yes
5253,5925,04/08/2018,1387,20,30.2,66,2.8,2000,23.1,0.02,0.0,0.0,Yes
5254,4,01/12/2017,107,3,-6.2,40,0.9,2000,-17.6,0.0,0.0,0.0,Yes
5255,2875,30/03/2018,1935,18,17.4,57,nan,657,8.7,0.52,0.0,0.0,Yes
5256,4121,21/05/2018,1820,16,22.7,42,1.9,2000,9.1,1.13,0.0,0.0,Yes
5257,1213,20/01/2018,325,12,5.3,55,2.6,904,-3.0,0.85,0.0,0.0,Yes
5258,4913,23/06/2018,1837,16,28.3,48,3.1,1232,16.2,2.41,0.0,0.0,Yes
5259,1827,15/02/2018,112,2,-1.2,35,2.2,2000,-14.7,0.0,0.0,0.0,Yes
5260,2522,16/03/2018,278,1,7.2,83,2.1,2000,4.4,0.0,0.0,0.0,Yes
5261,4245,26/05/2018,1909,20,22.3,50,2.7,1512,11.3,0.05,0.0,0.0,Yes
5262,2677,22/03/2018,668,12,8.3,36,2.5,1665,-5.9,2.7,0.0,0.0,Yes
5263,3616,30/04/2018,1168,15,24.1,48,2.7,419,12.3,2.47,,0.0,Yes
5264,3162,11/04/2018,0,17,16.2,22,4.1,2000,-5.5,1.73,0.0,0.0,No
5265,4258,27/05/2018,762,9,19.5,43,1.5,1548,0.0,1.02,0.0,0.0,Yes
5266,5913,04/08/2018,568,8,30.2,61,1.8,1562,21.8,0.65,0.0,0.0,Yes
5267,5736,27/07/2018,1182,23,29.7,76,1.2,1159,25.0,0.0,0.0,0.0,Yes
5268,959,09/01/2018,166,22,-4.2,67,1.6,503,-9.4,0.0,0.0,0.0,Yes
5269,61,03/12/2017,333,12,5.8,85,1.7,349,3.4,0.43,0.0,0.0,Yes
5270,5858,02/08/2018,647,1,31.5,69,1.5,1512,25.1,0.0,0.0,0.0,Yes
5271,3111,09/04/2018,921,14,13.9,26,2.5,1537,-5.3,2.99,,0.0,Yes
5272,1987,21/02/2018,784,18,1.8,16,3.4,2000,-21.4,0.31,0.0,0.0,Yes
5273,1923,19/02/2018,59,2,-1.4,41,1.1,1582,-12.9,0.0,0.0,0.0,Yes
5274,1943,19/02/2018,357,22,1.0,69,0.7,525,-4.0,0.0,0.0,0.0,Yes
5275,1856,16/02/2018,49,7,-5.4,41,0.3,2000,-16.6,0.0,0.0,0.0,Yes
5276,349,15/12/2017,309,12,-2.5,43,0.7,895,-13.3,0.34,0.0,0.0,Yes
5277,1698,09/02/2018,422,17,4.8,38,3.0,1582,-8.3,0.47,0.0,0.0,Yes
5278,120,05/12/2017,244,23,-2.5,59,0.0,1210,-9.4,0.0,0.0,0.0,Yes
5279,5856,01/08/2018,1046,23,32.3,67,1.0,1592,25.3,0.0,0.0,0.0,Yes
5280,6308,20/08/2018,2162,19,30.8,55,1.9,1170,20.7,0.06,0.0,,Yes
5281,3420,22/04/2018,424,11,17.4,54,0.9,1840,7.9,0.51,0.0,0.0,Yes
5282,6430,25/08/2018,1937,21,23.9,71,2.3,2000,18.3,0.0,0.0,0.0,Yes
5283,4717,15/06/2018,1193,12,24.4,50,1.6,2000,13.2,3.07,0.0,0.0,Yes
5284,1460,30/01/2018,59,19,-1.7,91,1.1,167,-2.9,0.0,0.0,3.0,Yes
5285,6862,12/09/2018,2012,21,23.2,57,1.1,2000,14.2,0.0,0.0,0.0,Yes
5286,1352,26/01/2018,142,7,-17.5,38,3.4,2000,-28.4,0.0,0.0,0.5,Yes
5287,153,07/12/2017,754,8,-0.2,96,0.8,173,-0.7,0.01,0.0,0.8,Yes
5288,6947,16/09/2018,813,10,22.9,74,1.3,1162,18.0,0.84,0.0,0.0,Yes
5289,5842,01/08/2018,853,9,32.4,53,0.7,1264,21.5,1.69,0.0,0.0,Yes
5290,466,20/12/2017,239,9,-6.7,62,1.1,1749,-12.7,0.09,0.0,2.0,Yes
5291,4812,19/06/2018,1014,11,24.6,53,1.4,1472,14.3,1.67,0.0,,Yes
5292,4177,24/05/2018,778,0,13.7,51,1.3,1651,3.7,0.0,0.0,0.0,Yes
5293,5942,05/08/2018,600,13,33.0,56,3.5,1857,23.0,2.68,0.0,0.0,Yes
5294,6195,16/08/2018,381,2,28.1,68,0.8,2000,21.6,0.0,0.0,0.0,Yes
5295,2000,22/02/2018,373,7,-3.7,64,nan,1891,-9.5,0.0,0.0,0.0,Yes
5296,5803,30/07/2018,2347,18,36.5,38,0.9,2000,19.8,1.17,0.0,0.0,Yes
5297,3602,30/04/2018,362,1,14.4,60,1.7,580,6.7,0.0,,0.0,Yes
5298,2957,03/04/2018,124,4,16.9,74,1.2,1199,12.2,0.0,0.0,0.0,Yes
5299,2619,20/03/2018,165,2,5.1,44,3.4,2000,-6.1,0.0,0.0,0.0,Yes
5300,6406,24/08/2018,1300,21,23.5,79,3.6,2000,19.6,0.0,0.0,0.0,Yes
5301,40,02/12/2017,589,15,7.6,41,2.3,1953,-4.8,0.74,0.0,,Yes
5302,355,15/12/2017,682,18,0.1,43,0.9,1485,-11.0,0.0,0.0,0.0,Yes
5303,1629,06/02/2018,193,20,-9.6,34,2.6,2000,-22.5,0.0,0.0,,Yes
5304,2974,03/04/2018,1223,21,17.0,83,3.2,744,14.0,0.0,0.0,0.0,Yes
5305,6961,17/09/2018,531,0,21.0,82,1.8,958,17.8,0.0,0.0,0.0,Yes
5306,3755,06/05/2018,13,10,15.4,97,0.6,374,14.9,0.38,1.5,0.0,Yes
5307,698,30/12/2017,234,1,-0.5,83,0.7,244,-3.0,0.0,0.0,0.0,Yes
5308,3375,20/04/2018,970,14,25.9,28,2.2,808,5.9,2.92,0.0,0.0,Yes
5309,261,11/12/2017,254,20,-9.3,49,3.8,2000,-18.0,0.0,0.0,0.0,Yes
5310,1506,01/02/2018,341,17,0.3,26,2.4,1977,-17.0,0.45,0.0,0.0,Yes
5311,2366,09/03/2018,509,13,7.5,44,2.0,1526,-3.9,1.24,0.0,0.0,Yes
5312,441,19/12/2017,390,8,-5.2,58,2.2,1594,-12.1,0.0,0.0,,Yes
5313,1783,13/02/2018,96,6,-7.1,70,1.0,1977,-11.6,0.0,0.0,0.0,Yes
5314,1788,13/02/2018,252,11,-0.3,40,3.4,1728,-12.2,1.73,0.0,0.0,Yes
5315,884,06/01/2018,207,19,-1.2,37,1.2,1663,-14.0,0.0,0.0,0.0,Yes
5316,6655,04/09/2018,602,6,20.0,97,0.0,647,19.5,0.0,0.0,0.0,Yes
5317,4015,17/05/2018,69,6,18.9,98,0.3,338,18.5,0.0,0.0,0.0,Yes
5318,4943,24/06/2018,1801,22,23.9,72,nan,1098,18.5,0.0,0.0,0.0,Yes
5319,3263,15/04/2018,620,22,9.0,65,1.7,1953,2.7,0.0,0.0,0.0,Yes
5320,5884,03/08/2018,327,3,31.2,68,1.4,968,24.5,0.0,0.0,0.0,Yes
5321,940,09/01/2018,52,3,-3.4,67,3.2,1420,-8.6,0.0,0.0,0.9,Yes
5322,5394,13/07/2018,1782,17,30.1,65,1.8,1923,22.7,1.36,0.0,0.0,Yes
5323,4112,21/05/2018,1135,7,12.3,0,0.9,1989,-2.7,0.48,0.0,0.0,Yes
5324,1227,21/01/2018,107,2,-1.5,63,1.0,380,-7.6,0.0,,0.0,Yes
5325,1882,17/02/2018,98,9,-6.5,26,2.4,1874,-22.8,0.64,0.0,0.0,Yes
5326,5108,01/07/2018,18,19,21.9,96,1.2,509,21.2,0.01,5.5,0.0,Yes
5327,6917,15/09/2018,234,4,21.2,83,0.6,2000,18.1,0.0,0.1,0.0,Yes
5328,6438,26/08/2018,188,5,20.7,88,0.6,1100,18.6,0.0,0.0,0.0,Yes
5329,3517,26/04/2018,1197,12,19.6,36,2.2,962,4.1,2.55,0.0,0.0,Yes
5330,1962,20/02/2018,514,17,3.9,19,3.6,2000,-17.6,0.58,0.0,0.0,Yes
5331,1402,28/01/2018,104,9,-7.8,41,1.8,1923,-18.7,0.17,0.0,0.0,Yes
5332,5034,28/06/2018,65,17,22.2,92,1.2,254,20.8,0.11,4.9,0.0,Yes
5333,5836,01/08/2018,362,3,29.1,64,0.5,1997,21.5,0.0,0.0,0.0,Yes
5334,4360,31/05/2018,1280,15,26.9,37,2.7,1850,10.9,2.9,0.0,0.0,Yes
5335,4413,02/06/2018,2338,20,23.4,38,2.3,2000,8.2,0.06,0.0,0.0,Yes
5336,3914,13/05/2018,178,1,15.1,97,1.7,173,14.6,0.0,0.2,0.0,Yes
5337,6832,11/09/2018,1222,15,26.0,40,1.9,2000,11.3,1.53,0.0,0.0,Yes
5338,1037,13/01/2018,47,4,-6.4,46,0.8,1993,-16.1,0.0,0.0,0.0,Yes
5339,5246,07/07/2018,1399,13,27.5,43,2.0,2000,13.7,3.41,0.0,0.0,Yes
5340,375,16/12/2017,292,14,-3.4,22,4.3,1966,-22.1,1.07,0.0,0.0,Yes
5341,2601,19/03/2018,592,8,7.3,84,2.2,813,4.7,0.05,0.0,0.0,Yes
5342,328,14/12/2017,301,15,-2.5,29,1.1,1667,-18.1,0.48,0.0,0.0,Yes
5343,6425,25/08/2018,1592,16,27.2,58,3.7,1987,18.2,0.99,0.0,0.0,Yes
5344,1665,08/02/2018,507,8,-9.7,65,0.8,1508,-15.0,0.02,0.0,0.0,Yes
5345,612,26/12/2017,250,11,-2.1,28,4.9,1887,-18.2,0.87,0.0,,Yes
5346,2792,27/03/2018,705,7,8.5,67,0.7,475,2.7,0.02,0.0,0.0,Yes
5347,1379,27/01/2018,96,10,-12.3,35,0.6,1497,-24.6,0.6,0.0,0.3,Yes
5348,6273,19/08/2018,592,8,24.4,58,0.8,2000,15.5,0.45,0.0,0.0,Yes
5349,1000,11/01/2018,181,15,-8.3,42,3.8,1745,-18.9,0.93,0.0,0.0,Yes
5350,8,01/12/2017,460,7,-7.4,38,0.9,2000,-19.3,0.0,0.0,0.0,Yes
5351,2483,14/03/2018,552,10,15.7,58,1.3,1980,7.4,0.69,0.0,0.0,Yes
5352,5773,29/07/2018,644,12,33.8,47,1.7,1962,20.9,1.92,0.0,0.0,Yes
5353,1371,27/01/2018,75,2,-15.3,43,0.6,1867,-25.0,0.0,0.0,,Yes
5354,5795,30/07/2018,609,10,32.0,50,2.1,1992,20.2,2.34,0.0,0.0,Yes
5355,1643,07/02/2018,155,10,-9.6,39,0.7,1580,-21.0,1.06,0.0,0.0,Yes
5356,5910,04/08/2018,234,5,29.2,62,2.1,1835,21.1,0.0,0.0,,Yes
5357,3058,07/04/2018,426,9,3.4,37,3.6,1668,-9.9,1.07,0.0,0.0,Yes
5358,1561,04/02/2018,98,0,-10.4,49,2.4,2000,-19.0,0.0,0.0,0.0,Yes
5359,3734,05/05/2018,1408,13,22.7,35,3.4,1794,6.4,2.51,0.0,0.0,Yes
5360,6975,17/09/2018,1092,14,26.7,40,3.3,1822,11.9,2.8,0.0,0.0,Yes
5361,927,08/01/2018,349,14,3.4,31,1.4,1267,-12.1,0.36,0.0,0.0,Yes
5362,1767,12/02/2018,182,14,-2.4,30,3.4,1824,-17.6,2.08,0.0,0.0,Yes
5363,1649,07/02/2018,240,16,-1.7,18,2.0,1919,-22.9,1.41,0.0,0.0,Yes
5364,4333,30/05/2018,1187,12,23.2,64,3.0,1305,16.0,2.08,0.0,0.0,Yes
5365,4202,25/05/2018,610,1,16.9,61,1.0,844,9.3,0.0,0.0,0.0,Yes
5366,6325,21/08/2018,848,12,25.7,74,3.4,1951,20.7,1.16,0.0,0.0,Yes
5367,2285,06/03/2018,79,4,-0.5,75,0.6,1967,-4.3,0.0,0.0,0.0,Yes
5368,5815,31/07/2018,584,6,27.9,63,0.5,2000,20.1,0.01,0.0,0.0,Yes
5369,1555,03/02/2018,175,18,-6.6,36,nan,2000,-19.2,0.15,0.0,0.0,Yes
5370,2457,13/03/2018,1215,8,8.0,48,0.4,711,-2.3,0.12,0.0,0.0,Yes
5371,6564,31/08/2018,868,11,26.7,51,2.7,1925,15.7,2.65,0.0,0.0,Yes
5372,6910,14/09/2018,1259,21,24.7,61,1.6,2000,16.6,0.0,0.0,0.0,Yes
5373,3206,13/04/2018,973,13,19.0,15,nan,2000,-8.2,2.02,0.0,0.0,Yes
5374,1906,18/02/2018,137,9,-4.1,30,0.5,2000,-19.1,0.28,0.0,0.0,Yes
5375,2176,01/03/2018,458,15,1.6,35,4.5,1567,-12.2,2.54,0.0,0.0,Yes
5376,4966,25/06/2018,2372,21,27.9,55,0.5,1083,18.0,0.0,0.0,0.0,Yes
5377,3152,11/04/2018,0,7,8.8,85,1.1,438,6.4,0.11,0.0,0.0,No
5378,4765,17/06/2018,1422,12,24.8,56,0.9,530,15.4,1.57,0.0,0.0,Yes
5379,4025,17/05/2018,102,16,22.9,95,nan,385,22.0,0.31,0.0,0.0,Yes
5380,5695,26/07/2018,602,6,27.4,77,0.7,1113,23.0,0.0,0.0,0.0,Yes
5381,2181,01/03/2018,246,20,-2.2,49,3.5,1325,-11.4,0.0,0.0,0.0,Yes
5382,1471,31/01/2018,63,6,-3.1,80,0.7,1215,-6.0,0.0,0.0,3.5,Yes
5383,5532,19/07/2018,687,11,30.7,48,1.6,1705,18.4,2.92,0.0,0.0,Yes
5384,5528,19/07/2018,1315,7,23.6,75,0.9,856,18.9,0.36,0.0,0.0,Yes
5385,84,04/12/2017,379,11,-0.5,41,4.1,1799,-12.1,0.94,0.0,0.0,Yes
5386,5025,28/06/2018,2288,8,24.2,73,1.0,1581,19.0,0.96,0.0,0.0,Yes
5387,4579,09/06/2018,1934,18,27.3,42,1.2,2000,13.2,0.19,,,Yes
5388,3898,12/05/2018,16,9,11.8,95,1.0,168,11.0,0.14,3.0,0.0,Yes
5389,644,27/12/2017,315,19,-5.5,31,2.1,2000,-19.9,0.0,0.0,,Yes
5390,2209,03/03/2018,218,0,0.5,34,0.4,1889,-13.5,0.0,0.0,0.0,Yes
5391,4196,24/05/2018,2334,19,21.1,44,2.6,1512,8.3,0.41,0.0,0.0,Yes
5392,6094,11/08/2018,1437,21,31.6,63,1.2,1980,23.6,0.0,0.0,0.0,Yes
5393,2595,19/03/2018,28,2,6.6,86,0.6,416,4.4,0.0,0.0,0.0,Yes
5394,5808,30/07/2018,1202,23,31.7,52,1.2,2000,20.6,0.0,0.0,0.0,Yes
5395,6202,16/08/2018,876,9,30.6,55,1.1,2000,20.5,1.46,0.0,0.0,Yes
5396,750,01/01/2018,61,5,-4.4,54,0.8,1786,-12.3,0.0,0.0,0.0,Yes
5397,1149,17/01/2018,286,20,3.5,72,1.7,361,-1.0,0.0,0.0,0.0,Yes
5398,304,13/12/2017,240,15,-4.9,26,3.1,1887,-21.5,0.89,0.0,0.0,Yes
5399,2249,04/03/2018,396,16,11.7,82,1.1,753,8.7,0.32,0.0,0.0,Yes
5400,4295,28/05/2018,1881,22,21.1,54,0.6,2000,11.4,0.0,0.0,0.0,Yes
5401,5556,20/07/2018,791,11,31.6,54,1.3,990,21.1,2.84,0.0,0.0,Yes
5402,1160,18/01/2018,279,7,1.5,86,1.1,189,-0.5,0.0,0.0,0.0,Yes
5403,845,05/01/2018,47,4,-5.1,55,1.7,1266,-12.7,0.0,0.0,0.0,Yes
5404,4498,06/06/2018,925,9,22.9,56,2.3,763,13.6,1.74,0.0,0.0,Yes
5405,2080,25/02/2018,612,15,7.5,21,2.7,1900,-13.4,2.22,0.0,0.0,Yes
5406,6518,29/08/2018,540,13,27.1,75,3.7,1972,22.2,0.28,0.0,0.0,Yes
5407,6092,11/08/2018,1482,19,33.8,44,2.2,2000,19.8,0.3,0.0,0.0,Yes
5408,5712,26/07/2018,1273,23,29.0,79,1.2,971,24.9,0.0,0.0,0.0,Yes
5409,5435,15/07/2018,701,10,28.5,66,1.7,1319,21.5,1.83,0.0,0.0,Yes
5410,2501,15/03/2018,9,4,15.1,86,2.1,877,12.7,0.0,0.0,0.0,Yes
5411,3302,17/04/2018,1007,13,19.1,26,2.5,1134,-0.8,3.16,0.0,0.0,Yes
5412,622,26/12/2017,220,21,-6.6,39,3.2,2000,-18.2,0.0,0.0,0.0,Yes
5413,3218,14/04/2018,513,1,14.1,25,1.8,2000,-5.6,0.0,0.0,0.0,Yes
5414,1095,15/01/2018,306,14,7.1,52,2.1,646,-2.1,0.76,0.0,0.0,Yes
5415,618,26/12/2017,350,17,-3.6,20,3.7,2000,-23.3,0.23,0.0,0.0,Yes
5416,2508,15/03/2018,65,11,13.9,98,1.4,296,13.5,0.13,0.0,0.0,Yes
5417,2447,12/03/2018,695,22,7.8,49,0.1,528,-2.2,0.0,0.0,0.0,Yes
5418,6074,11/08/2018,881,1,29.0,67,1.1,2000,22.2,0.0,0.0,0.0,Yes
5419,6099,12/08/2018,554,2,29.0,60,1.4,2000,20.4,0.0,0.0,0.0,Yes
5420,5526,19/07/2018,329,5,23.6,88,0.2,604,21.4,0.0,0.0,0.0,Yes
5421,1256,22/01/2018,316,7,-0.4,34,1.0,1989,-14.3,0.0,0.0,0.0,Yes
5422,4931,24/06/2018,763,10,25.0,60,1.5,570,16.6,2.33,0.0,0.0,Yes
5423,226,10/12/2017,31,9,0.2,90,1.0,305,-1.2,0.0,1.6,4.3,Yes
5424,5374,12/07/2018,2115,21,26.3,81,0.8,1910,22.7,0.0,0.0,0.0,Yes
5425,2461,13/03/2018,626,12,15.5,47,3.3,1303,4.2,2.44,0.0,0.0,Yes
5426,428,18/12/2017,198,19,1.3,65,1.1,1122,-4.5,0.0,0.0,2.7,Yes
5427,2435,12/03/2018,406,10,6.6,40,1.0,1061,-6.0,0.65,0.0,0.0,Yes
5428,4652,12/06/2018,2873,19,23.1,58,nan,1997,14.3,0.59,0.0,0.0,Yes
5429,6043,09/08/2018,1850,18,28.1,86,2.3,1244,25.5,0.28,0.5,0.0,Yes
5430,2703,23/03/2018,758,14,12.4,33,2.9,811,-3.4,2.71,0.0,0.0,Yes
5431,6652,04/09/2018,223,3,20.6,97,0.2,500,20.1,0.0,0.0,0.0,Yes
5432,6261,18/08/2018,1965,20,27.6,46,1.2,2000,14.9,0.01,0.0,0.0,Yes
5433,1014,12/01/2018,35,5,-14.6,45,1.1,2000,-23.9,0.0,0.0,0.0,Yes
5434,5679,25/07/2018,754,14,33.0,53,1.7,1357,22.1,1.73,0.0,0.0,Yes
5435,2944,02/04/2018,993,15,23.7,43,2.8,1347,10.3,2.28,0.0,0.0,Yes
5436,440,19/12/2017,165,7,-4.4,64,2.8,1367,-10.1,0.0,0.0,2.6,Yes
5437,4760,17/06/2018,475,7,19.6,75,0.9,884,15.0,0.42,0.0,0.0,Yes
5438,758,01/01/2018,248,13,2.4,22,2.3,1921,-17.2,1.1,0.0,0.0,Yes
5439,2274,05/03/2018,865,17,10.0,43,1.4,2000,-2.0,1.12,0.0,0.0,Yes
5440,4325,30/05/2018,167,4,18.3,84,0.9,409,15.5,0.0,0.0,0.0,Yes
5441,6016,08/08/2018,687,15,34.5,47,3.2,1958,21.5,2.32,0.0,0.0,Yes
5442,4053,18/05/2018,1386,20,16.2,76,nan,2000,11.9,0.02,0.0,0.0,Yes
5443,4960,25/06/2018,1184,15,32.7,31,1.7,1243,13.3,2.3,0.0,0.0,Yes
5444,5094,01/07/2018,54,5,22.6,86,0.5,1076,20.1,0.0,0.1,0.0,Yes
5445,6205,16/08/2018,668,12,34.5,44,2.2,2000,20.4,3.19,0.0,0.0,Yes
5446,3991,16/05/2018,135,6,22.1,94,0.9,269,21.0,0.0,2.0,0.0,Yes
5447,1802,14/02/2018,213,1,1.3,67,1.2,1738,-4.1,0.0,0.0,0.0,Yes
5448,5782,29/07/2018,1638,21,31.1,47,1.3,2000,18.4,0.0,0.0,0.0,Yes
5449,5212,06/07/2018,403,3,22.6,66,1.5,2000,15.9,0.0,0.0,0.0,Yes
5450,2380,10/03/2018,139,3,1.3,80,0.6,705,-1.7,0.0,0.0,0.0,Yes
5451,5686,25/07/2018,1811,21,29.7,74,2.2,1342,24.5,0.0,0.0,0.0,Yes
5452,518,22/12/2017,320,13,5.4,55,1.2,820,-2.9,0.66,0.0,0.0,Yes
5453,1107,16/01/2018,141,2,0.5,72,0.7,385,-3.9,0.0,0.0,0.0,Yes
5454,3570,28/04/2018,2043,17,20.1,29,3.3,1840,1.4,1.78,0.0,0.0,Yes
5455,5412,14/07/2018,945,11,29.0,65,2.0,1642,21.7,2.22,0.0,0.0,Yes
5456,6849,12/09/2018,2391,8,18.2,56,1.5,1994,9.2,0.62,0.0,0.0,Yes
5457,6122,13/08/2018,231,1,28.2,88,0.2,929,26.0,0.0,,0.0,Yes
5458,2377,10/03/2018,328,0,2.1,74,1.4,970,-2.0,0.0,0.0,0.0,Yes
5459,327,14/12/2017,294,14,-2.7,28,0.7,1857,-18.7,0.65,0.0,,Yes
5460,947,09/01/2018,190,10,-4.8,57,3.0,1559,-12.0,0.47,0.0,0.5,Yes
5461,5309,10/07/2018,133,4,20.6,97,0.5,1989,20.1,0.0,0.0,0.0,Yes
5462,2372,09/03/2018,718,19,5.4,60,3.9,990,-1.7,0.02,0.0,0.0,Yes
5463,1467,31/01/2018,60,2,-1.6,80,1.4,1097,-4.6,0.0,0.0,3.5,Yes
5464,4175,23/05/2018,1588,22,14.8,59,1.0,1740,6.8,0.0,0.0,0.0,Yes
5465,3615,30/04/2018,1055,14,24.0,47,2.3,520,11.9,2.87,0.0,0.0,Yes
5466,3048,06/04/2018,312,23,3.8,75,4.1,604,-0.2,0.0,0.0,0.0,Yes
